Date,ON-LINE HYDROGEN BLOWER (COMMENTS)__mean_20,ON-LINE HYDROGEN BLOWER (COMMENTS)__std_20,ON-LINE HYDROGEN BLOWER (COMMENTS)__min_20,ON-LINE HYDROGEN BLOWER (COMMENTS)__max_20,ACTIVATION HYDROGEN FLOW F230__mean_20,ACTIVATION HYDROGEN FLOW F230__std_20,ACTIVATION HYDROGEN FLOW F230__min_20,ACTIVATION HYDROGEN FLOW F230__max_20,ACTIVATOR 2 SO2  FLOW (m3/hr)__mean_20,ACTIVATOR 2 SO2  FLOW (m3/hr)__std_20,ACTIVATOR 2 SO2  FLOW (m3/hr)__min_20,ACTIVATOR 2 SO2  FLOW (m3/hr)__max_20,VOLATILISER 2 CO  FLOW  ( m3 / hr )__mean_20,VOLATILISER 2 CO  FLOW  ( m3 / hr )__std_20,VOLATILISER 2 CO  FLOW  ( m3 / hr )__min_20,VOLATILISER 2 CO  FLOW  ( m3 / hr )__max_20,REDUCER 2 TEMPS ( oC ) INLET GAS__mean_20,REDUCER 2 TEMPS ( oC ) INLET GAS__std_20,REDUCER 2 TEMPS ( oC ) INLET GAS__min_20,REDUCER 2 TEMPS ( oC ) INLET GAS__max_20,NICKEL SULPHATE ADDITION NICKEL  SULPHATE  RATIO__mean_20,NICKEL SULPHATE ADDITION NICKEL  SULPHATE  RATIO__std_20,NICKEL SULPHATE ADDITION NICKEL  SULPHATE  RATIO__min_20,NICKEL SULPHATE ADDITION NICKEL  SULPHATE  RATIO__max_20,ON-LINE HYDROGEN BLOWER (COMMENTS),ACTIVATION HYDROGEN FLOW F230,ACTIVATOR 2 SO2  FLOW (m3/hr),NICKEL SULPHATE ADDITION NICKEL  SULPHATE  RATIO,REDUCER 2 TEMPS ( oC ) INLET GAS,VOLATILISER 2 CO  FLOW  ( m3 / hr ),REDUCER 2 FEED  RATE  ( Kg / HR ),REDUCER 2 ACTUAL  FEED  ( Kg ),target
2017-11-23,6465.2,337.14054542343735,5776.0,6852.0,200.0,0.0,200.0,200.0,20.25,5.888213025322671,16.0,29.5,9388.6,1041.8371627486815,6453.0,10534.0,531.3,11.639768491097184,511.0,545.0,25.378311523,0.6801794944144773,24.28832335,27.70849057,6827.0,200.0,17.0,27.70849057,533.0,10534.0,3800.0,91293.0,85.1
2017-11-24,6478.85,345.4541290289498,5776.0,6852.0,200.0,0.0,200.0,200.0,20.3,5.854373084329947,16.0,29.5,9412.1,1062.9833835409763,6453.0,10535.0,530.95,11.468377575339428,511.0,545.0,25.7457317495,1.7479541346885044,24.28832335,32.5880597,6806.0,200.0,17.0,32.5880597,533.0,10535.0,3800.0,90016.0,87.1
2017-11-25,6487.3,351.00773720666075,5776.0,6852.0,200.0,0.0,200.0,200.0,20.35,5.819884245548151,16.0,29.5,9431.0,1077.0480124175722,6453.0,10535.0,530.6,11.28296340319845,511.0,545.0,25.7446282775,1.7482962572234946,24.28832335,32.5880597,6785.0,200.0,17.0,25.21925287,533.0,10367.0,3800.0,91243.0,89.4
2017-11-26,6496.5,357.4352352083022,5776.0,6852.0,200.0,0.0,200.0,200.0,20.4,5.784734902719179,16.0,29.5,9456.55,1096.0019916904737,6453.0,10535.0,530.25,11.082822175260267,511.0,545.0,25.8730996625,1.8781085058223341,24.28832335,32.5880597,6819.0,200.0,17.0,28.83409836,533.0,10465.0,3800.0,90994.0,89.1
2017-11-27,6520.05,363.63884266498707,5776.0,6852.0,200.0,0.0,200.0,200.0,20.45,5.7489129407219774,16.0,29.5,9487.6,1117.1624487253928,6453.0,10535.0,529.65,10.554495176040884,511.0,544.0,25.877340349999997,1.8763223228604837,24.28832335,32.5880597,6834.0,200.0,17.0,25.16647564,533.0,10499.0,3800.0,91321.0,88.7
2017-11-28,6563.55,367.4219537606043,5776.0,7007.0,200.0,0.0,200.0,200.0,20.5,5.712405705774848,16.0,29.5,9506.6,1127.9928797834302,6453.0,10535.0,529.2,10.092206477226053,511.0,544.0,26.038806425500002,1.959415709434124,24.28832335,32.5880597,7007.0,200.0,17.0,28.51035599,535.0,10295.0,3800.0,91187.0,88.2
2017-11-29,6617.65,322.2379433047297,5790.0,7007.0,200.0,0.0,200.0,200.0,20.55,5.675199973291049,16.0,29.5,9533.1,1147.7311669458827,6453.0,10590.0,529.15,10.022474744294245,511.0,544.0,26.005951192500003,1.9810219901404864,24.28832335,32.5880597,6858.0,200.0,17.0,24.46295265,542.0,10590.0,3800.0,91412.0,87.3
2017-11-30,6679.5,269.40118782218076,6088.0,7027.0,200.0,0.0,200.0,200.0,20.6,5.637281913158296,16.0,29.5,9573.1,1170.863149898178,6453.0,10590.0,528.9,9.689386488644724,511.0,542.0,26.048516121,1.9700258437267366,24.28832335,32.5880597,7027.0,200.0,17.0,25.96804734,539.0,10590.0,3800.0,91152.0,88.4
2017-12-01,6674.7,267.0105655311505,6088.0,7027.0,200.0,0.0,200.0,200.0,20.55,5.665918423252137,16.0,29.5,9784.15,935.6563851396722,7046.0,10674.0,529.65,9.788688423514627,511.0,542.0,26.047731202,1.9703517907187096,24.28832335,32.5880597,6756.0,200.0,17.0,25.26303725,538.0,10674.0,3800.0,91658.0,89.3
2017-12-02,6700.4,258.0926802118771,6088.0,7027.0,200.0,0.0,200.0,200.0,19.95,5.350602523867913,16.0,29.5,9963.0,695.8547186544685,8028.0,10674.0,530.85,9.22396763585986,511.0,542.0,26.063498730499997,1.9633087566415122,24.28832335,32.5880597,6858.0,200.0,17.0,25.37867435,538.0,10623.0,3800.0,91534.0,88.3
2017-12-03,6723.45,239.2187888677902,6088.0,7027.0,200.0,0.0,200.0,200.0,19.325,4.886272392605378,16.0,29.5,10094.2,542.2317042119867,8946.0,10674.0,532.0,8.117557319916553,511.0,542.0,26.0705331145,1.9598027957096713,24.28832335,32.5880597,6749.0,200.0,17.0,25.20859599,535.0,10652.0,3800.0,91468.0,89.1
2017-12-04,6763.8,191.46213037681085,6088.0,7027.0,200.0,0.0,200.0,200.0,18.75,4.262751767529938,16.0,29.5,10174.3,478.239105579276,9350.0,10674.0,533.3,6.497772897817283,512.0,542.0,26.125524622500002,1.9461631241407018,24.28832335,32.5880597,6905.0,200.0,18.0,26.18776119,537.0,10548.0,3800.0,91079.0,87.5
2017-12-05,6798.55,106.62500694148001,6559.0,7027.0,200.0,0.0,200.0,200.0,18.175,3.430800888545238,16.0,29.5,10227.55,439.3353203240237,9381.0,10674.0,534.3,4.168806468097805,522.0,542.0,26.213852765000002,1.9332035906162923,24.28832335,32.5880597,6783.0,200.0,18.0,26.7826087,532.0,10415.0,3800.0,89460.0,87.2
2017-12-06,6809.25,90.89836719052083,6667.0,7027.0,200.0,0.0,200.0,200.0,17.6,2.161870535098489,16.0,26.0,10260.8,424.03805688194075,9381.0,10674.0,534.85,3.0309803868217244,532.0,542.0,26.139559638999998,1.9692195530571557,24.28832335,32.5880597,6773.0,200.0,18.0,24.5351585,533.0,10388.0,3800.0,88607.0,88.1
2017-12-07,6777.4,185.47588863020542,6085.0,7027.0,200.0,0.0,200.0,200.0,17.1,0.9119095061293926,16.0,20.0,10307.55,392.74773944875363,9381.0,10674.0,535.1,2.9894551519129386,532.0,542.0,26.451751080499996,2.2843461640695693,24.28832335,32.5880597,6085.0,200.0,16.0,31.45700935,537.0,10492.0,3800.0,69458.0,87.7
2017-12-08,6744.95,229.83551899016518,6085.0,7027.0,200.0,0.0,200.0,200.0,17.0,0.648885684523617,16.0,18.0,10351.7,335.9726022664414,9381.0,10674.0,535.6,3.424370860393338,532.0,543.0,26.4412496475,2.290016778876924,24.28832335,32.5880597,6167.0,200.0,18.0,25.16819484,543.0,10326.0,3800.0,91327.0,89.2
2017-12-09,6714.45,267.6168657654234,6085.0,7027.0,200.0,0.0,200.0,200.0,17.1,0.6407232755177584,16.0,18.0,10405.6,246.64323264692626,9840.0,10674.0,536.2,3.955010147040988,532.0,545.0,26.734316238500003,2.3735247988554384,24.46295265,32.5880597,6132.0,200.0,18.0,30.14965517,545.0,10459.0,3800.0,90334.0,86.9
2017-12-10,6692.65,288.6196322242573,6085.0,7027.0,200.0,0.0,200.0,200.0,17.2,0.6155870112516837,16.0,18.0,10432.05,208.1584606419861,9902.0,10674.0,536.8,4.335896677740513,532.0,545.0,26.871780422,2.3565349380590943,24.46295265,32.5880597,6231.0,200.0,18.0,27.9,545.0,10369.0,3800.0,88145.0,86.5
2017-12-11,6666.1,308.90688428375285,6085.0,7027.0,200.0,0.0,200.0,200.0,17.3,0.5712405705781133,16.0,18.0,10456.05,169.93202201251555,9902.0,10674.0,537.45,4.547700402116619,532.0,545.0,26.9252467305,2.3278368876735747,24.46295265,32.5880597,6197.0,200.0,18.0,26.2388664,545.0,10398.0,3800.0,67280.0,84.5
2017-12-15,6670.5,310.3832096652566,6085.0,7027.0,200.0,0.0,200.0,200.0,17.35,0.587142948613015,16.0,18.0,10427.7,279.31949260187264,9335.0,10674.0,536.6,5.528871589454056,523.0,545.0,26.897496548,2.3454788161312177,24.46295265,32.5880597,6811.0,200.0,18.0,25.2226361,523.0,9335.0,3800.0,91517.0,85.3
2017-12-16,6668.85,309.5941783418402,6085.0,7027.0,200.0,0.0,200.0,200.0,17.4,0.5982430416167207,16.0,18.0,10369.65,363.9017037607815,9335.0,10674.0,536.1,6.273587070957192,523.0,545.0,26.774865716,2.3648811448776077,24.46295265,32.5880597,6794.0,200.0,18.0,25.25587393,523.0,9373.0,3800.0,91633.0,83.7
2017-12-17,6668.05,309.2415977669804,6085.0,7027.0,200.0,0.0,200.0,200.0,17.45,0.604805318829893,16.0,18.0,10314.75,416.6457380708837,9335.0,10674.0,535.6,6.900800868856929,523.0,545.0,26.388184794,1.9623422745249655,24.46295265,31.45700935,6790.0,200.0,18.0,24.85444126,523.0,9437.0,3800.0,90232.0,83.1
2017-12-18,6669.95,310.113472441097,6085.0,7027.0,200.0,0.0,200.0,200.0,17.5,0.6069769786674737,16.0,18.0,10273.0,451.51126348368274,9335.0,10674.0,534.85,7.935761827922319,518.0,545.0,26.397207824,1.9570923956805872,24.46295265,31.45700935,6823.0,200.0,18.0,25.39971347,518.0,9532.0,3800.0,92135.0,88.2
2017-12-19,6679.35,317.6274340199647,6085.0,7027.0,200.0,0.0,200.0,200.0,17.55,0.6048053188298893,16.0,18.0,10230.55,471.9573436344925,9335.0,10674.0,534.1,8.783357468592841,518.0,545.0,26.223505779499998,1.8821572117690573,24.46295265,31.45700935,7007.0,200.0,18.0,25.36005747,518.0,9616.0,3800.0,91733.0,88.6
2017-12-20,6679.1,317.5012474074156,6085.0,7027.0,200.0,0.0,200.0,200.0,17.55,0.6048053188298893,16.0,18.0,10190.35,482.021977550926,9335.0,10674.0,534.15,8.779611548776039,518.0,545.0,26.410638271499998,1.956132982982536,24.46295265,31.45700935,6829.0,200.0,17.0,28.90912548,534.0,9695.0,3800.0,78661.0,91.1
2017-12-21,6666.15,308.5798156580889,6085.0,7027.0,200.0,0.0,200.0,200.0,17.55,0.6048053188298893,16.0,18.0,10157.5,496.6792356822408,9335.0,10674.0,534.05,8.780810416982037,518.0,545.0,26.2464815035,1.907814713258096,24.46295265,31.45700935,6748.0,200.0,17.0,25.22722063,533.0,9638.0,3800.0,91533.0,91.0
2017-12-22,6665.35,308.0765924930136,6085.0,7027.0,200.0,0.0,200.0,200.0,17.55,0.6048053188298893,16.0,18.0,10108.3,500.3050753500836,9335.0,10674.0,531.6,12.49589406249425,493.0,545.0,26.3181581955,1.8636996736407474,24.5351585,31.45700935,6842.0,200.0,17.0,25.89648649,493.0,9606.0,4200.0,99517.0,93.1
2017-12-23,6648.6,296.25920372112324,6085.0,7007.0,200.0,0.0,200.0,200.0,18.325,3.3883507865379365,16.0,32.5,10053.65,504.59564582888925,9335.0,10674.0,528.8,16.41116436422148,483.0,545.0,26.516489574500003,2.0282746347647618,24.5351585,31.45700935,6692.0,200.0,32.5,29.93467492,483.0,9497.0,4200.0,99919.0,92.2
2017-12-24,6649.15,296.47921290405986,6085.0,7007.0,200.0,0.0,200.0,200.0,19.1,4.618612231760647,16.0,32.5,9989.5,503.13150943811286,9335.0,10652.0,526.05,19.165415672370617,483.0,545.0,26.520194855,2.0259306275818325,24.5351585,31.45700935,6767.0,200.0,32.5,25.33714286,483.0,9391.0,4200.0,101398.0,92.0
2017-12-25,6645.8,294.3661522304281,6085.0,7007.0,200.0,0.0,200.0,200.0,19.9,5.53125092922983,16.0,33.0,9935.25,489.54080255727524,9335.0,10652.0,523.25,21.299555221449683,482.0,545.0,26.529785941500002,2.0206893322095527,24.5351585,31.45700935,6791.0,200.0,33.0,25.57049608,482.0,9538.0,4200.0,101765.0,92.2
2017-12-26,6649.6,296.2529857722074,6085.0,7007.0,200.0,0.0,200.0,200.0,20.7,6.20568499972324,16.0,33.0,9880.85,465.5648832615234,9335.0,10548.0,520.65,22.903171465059025,482.0,545.0,26.537472673000003,2.0156851974835974,24.5351585,31.45700935,6825.0,200.0,33.0,25.36233062,483.0,9564.0,4200.0,97277.0,92.5
2017-12-29,6642.8,291.6065481901401,6085.0,7007.0,200.0,0.0,200.0,200.0,21.45,6.7451737131858325,16.0,33.0,9813.55,461.31533626542733,9202.0,10492.0,519.3,22.683404552783937,482.0,545.0,26.465139587499998,2.054478631695351,24.5351585,31.45700935,6769.0,200.0,33.0,24.74109948,510.0,9202.0,4200.0,98331.0,91.9
2017-12-30,6640.45,290.604899984045,6085.0,7007.0,200.0,0.0,200.0,200.0,22.2,7.162401831788027,16.0,33.0,9762.4,447.62888764313635,9202.0,10492.0,516.95,23.70981364662921,482.0,545.0,26.4232190975,2.0562128259526036,24.5351585,31.45700935,6736.0,200.0,33.0,25.9441989,485.0,9392.0,4200.0,97538.0,92.0
2017-12-31,6634.3,288.9489301079448,6085.0,7007.0,200.0,0.0,200.0,200.0,22.95,7.4778620642956515,16.0,33.0,9712.5,429.47746708860313,9202.0,10492.0,514.5,24.48307686201966,482.0,545.0,26.512152229500003,2.0081573850639978,24.74109948,31.45700935,6650.0,200.0,33.0,26.31382114,484.0,9390.0,4200.0,100788.0,92.1
2018-01-01,6654.65,261.22933562192867,6132.0,7007.0,200.0,0.0,200.0,200.0,23.8,7.611279718113691,17.0,33.0,9661.8,390.7164269848269,9202.0,10459.0,511.95,24.671472978874718,482.0,545.0,26.174700432999998,1.6724894857009152,24.70797342,30.14965517,6492.0,200.0,33.0,24.70797342,486.0,9478.0,3200.0,77381.0,91.4
2018-01-02,6666.4,242.77375215793654,6132.0,7007.0,200.0,0.0,200.0,200.0,24.15,7.490520324840089,17.0,33.0,9618.6,359.96789330512024,9202.0,10459.0,509.4,23.917401724751134,482.0,545.0,27.0662325515,4.099352547928461,24.70797342,42.99883721,6402.0,200.0,25.0,42.99883721,492.0,9462.0,3200.0,75678.0,91.7
2018-01-03,6676.95,222.0266638800074,6197.0,7007.0,200.0,0.0,200.0,200.0,24.5,7.350259572931695,17.0,33.0,9573.85,300.75506295777797,9202.0,10398.0,507.45,22.40412321074117,482.0,545.0,26.778667826000003,4.073310504724526,24.39836066,42.99883721,6343.0,200.0,25.0,24.39836066,506.0,9564.0,3200.0,77465.0,92.2
2018-01-04,6676.35,223.30773550605818,6197.0,7007.0,200.0,0.0,200.0,200.0,24.85,7.189356167645577,17.0,33.0,9528.0,236.10412511164859,9202.0,10398.0,507.2,21.98707754448812,482.0,545.0,26.707192055,4.065132394050078,24.39836066,42.99883721,6219.0,200.0,25.0,26.47048458,540.0,9452.0,3200.0,62358.0,92.4
2018-01-05,6672.3,232.9838711381705,6116.0,7007.0,200.0,0.0,200.0,200.0,25.2,7.006388062633331,17.0,33.0,9458.15,159.34182884934162,9001.0,9695.0,505.5,20.148135606576947,482.0,540.0,26.655999587999997,4.077767514635869,24.39836066,42.99883721,6116.0,200.0,25.0,25.21501706,511.0,9001.0,3200.0,76810.0,92.1
2018-01-06,6634.65,267.6530108377747,6058.0,7007.0,200.0,0.0,200.0,200.0,25.55,6.799574290079937,17.0,33.0,9409.85,290.8092655803265,8369.0,9695.0,504.9,19.774784581964926,482.0,540.0,26.6009462145,4.105476202127278,24.12156863,42.99883721,6058.0,200.0,25.0,24.12156863,511.0,8369.0,3200.0,76872.0,91.5
2018-01-07,6595.1,299.42311200038966,6003.0,7007.0,200.0,0.0,200.0,200.0,25.9,6.566662213908922,17.0,33.0,9359.45,373.20665574817605,8365.0,9695.0,504.25,19.357780973305914,482.0,540.0,26.544185305000003,4.1328080644167535,24.12065574,42.99883721,6003.0,200.0,25.0,24.12065574,510.0,8365.0,3200.0,76618.0,92.9
2018-02-03,6579.15,296.980997974436,6003.0,7007.0,200.0,0.0,200.0,200.0,25.9,6.566662213908922,17.0,33.0,9380.35,389.1421435603416,8365.0,9855.0,505.05,20.471996277327417,482.0,540.0,26.5566924685,4.12780070357242,24.12065574,42.99883721,6471.0,200.0,18.0,25.10458453,539.0,9855.0,3800.0,91105.0,86.7
2018-02-04,6561.85,292.06547121096094,6003.0,7007.0,200.0,0.0,200.0,200.0,25.9,6.566662213908922,17.0,33.0,9400.65,407.62047298927536,8365.0,9938.0,506.1,21.674384590303458,482.0,540.0,26.521738045,4.141052396941322,24.12065574,42.99883721,6477.0,200.0,18.0,24.700625,539.0,9938.0,3800.0,82242.0,84.2
2018-02-05,6536.85,272.7146715988315,6003.0,6842.0,200.0,0.0,200.0,200.0,25.9,6.566662213908922,17.0,33.0,9388.85,404.4619915784171,8365.0,9938.0,507.3,22.992218363244636,482.0,542.0,26.5616605445,4.133104750606767,24.12065574,42.99883721,6507.0,200.0,18.0,26.15850746,542.0,9380.0,3800.0,90981.0,77.1
2018-02-06,6502.8,276.80101155883426,6003.0,6842.0,200.0,0.0,200.0,200.0,25.95,6.498785311603704,17.0,33.0,9363.3,400.2223197963333,8365.0,9938.0,507.7,23.544135486134138,482.0,542.0,26.449516770499997,4.096322905138839,24.12065574,42.99883721,6148.0,200.0,18.0,26.66625,542.0,9184.0,3800.0,88532.0,79.6
2018-02-09,6502.35,276.38841376431066,6003.0,6842.0,200.0,0.0,200.0,200.0,25.7,6.942242925892579,12.0,33.0,9292.95,467.41399152537645,8231.0,9938.0,508.4,24.523672773786522,482.0,547.0,26.297436988999998,4.1992578636103355,22.185625,42.99883721,6739.0,200.0,12.0,22.185625,547.0,8231.0,3800.0,74194.0,87.2
2018-02-10,6477.35,266.48497044613407,6003.0,6825.0,200.0,0.0,200.0,200.0,25.75,6.879603721757623,12.0,33.0,9205.6,559.9178887169647,7859.0,9938.0,511.1,25.68411345969532,482.0,547.0,26.307153648000003,4.198506041573106,22.185625,42.99883721,6342.0,200.0,18.0,26.09081967,547.0,7859.0,3800.0,82627.0,88.2
2018-02-11,6461.55,262.42542299017254,6003.0,6825.0,200.0,0.0,200.0,200.0,24.725,7.333188794428874,12.0,33.0,9155.8,576.6782921452644,7859.0,9938.0,514.2,25.85506160360674,482.0,547.0,26.051669902000004,4.120896916994846,22.185625,42.99883721,6376.0,200.0,12.0,24.825,545.0,8501.0,3800.0,88838.0,89.6
2018-02-12,6443.6,252.52397489095583,6003.0,6825.0,200.0,0.0,200.0,200.0,24.0,7.24023843748114,12.0,33.0,9109.85,593.3240239265732,7859.0,9938.0,516.8,25.157608454658103,482.0,547.0,26.148751220499996,4.12604541667257,22.185625,42.99883721,6408.0,200.0,18.0,27.27876923,535.0,8472.0,3800.0,91906.0,89.4
2018-02-13,6423.05,239.13340804265633,6003.0,6825.0,200.0,0.0,200.0,200.0,23.25,7.032817807663576,12.0,33.0,9070.45,589.5478619916682,7859.0,9938.0,519.05,23.860284111777304,483.0,547.0,26.135283722999997,4.128471061075365,22.185625,42.99883721,6380.0,200.0,18.0,25.30114613,527.0,8750.0,3800.0,91791.0,89.4
2018-02-14,6402.75,219.6554419036417,6003.0,6769.0,200.0,0.0,200.0,200.0,22.5,6.731700340455202,12.0,33.0,9020.05,588.2190314392828,7859.0,9938.0,521.25,22.341547324259047,484.0,547.0,26.1275753555,4.130133808186272,22.185625,42.99883721,6419.0,200.0,18.0,25.20816327,527.0,8556.0,3800.0,89894.0,88.4
2018-02-15,6386.15,202.38636187666603,6003.0,6739.0,200.0,0.0,200.0,200.0,21.75,6.323515011863549,12.0,33.0,9027.6,591.6364815626139,7859.0,9938.0,522.15,22.226761963192587,484.0,547.0,26.136480267000003,4.1271780561028795,22.185625,42.99883721,6437.0,200.0,18.0,24.91919771,528.0,9353.0,3800.0,90458.0,90.9
2018-02-16,6366.2,185.0042958249129,6003.0,6739.0,200.0,0.0,200.0,200.0,21.0,5.785644666804803,12.0,33.0,9041.55,603.844043563707,7859.0,9938.0,524.3,20.453027056880433,484.0,547.0,26.109986988500005,4.130176889465194,22.185625,42.99883721,6337.0,200.0,18.0,25.41433333,528.0,9671.0,3200.0,79243.0,88.5
2018-02-17,6338.7,181.44162465619937,6003.0,6739.0,200.0,0.0,200.0,200.0,20.25,5.07703809218271,12.0,33.0,9042.7,604.5640534607079,7859.0,9938.0,526.5,18.12384297577479,486.0,547.0,26.125200187,4.131527359596266,22.185625,42.99883721,6100.0,200.0,18.0,26.61808511,528.0,9413.0,3200.0,51922.0,89.7
2018-02-18,6330.5,177.8185059340495,6003.0,6739.0,198.5,6.708203932499369,170.0,200.0,19.5,4.11032077119364,12.0,25.0,9029.05,597.2562242190705,7859.0,9938.0,529.3,15.701491715925746,492.0,547.0,26.085433094999996,4.14967435525282,22.185625,42.99883721,6328.0,170.0,18.0,23.91263158,542.0,9205.0,3800.0,71001.0,89.1
2018-02-19,6321.85,178.36428572177294,6003.0,6739.0,198.5,6.708203932499369,170.0,200.0,19.05,3.9666371810787573,12.0,25.0,9018.65,591.0997132909397,7859.0,9938.0,531.8,13.237108922706906,506.0,547.0,25.5202376115,1.866468919447776,22.185625,31.69492754,6229.0,200.0,16.0,31.69492754,542.0,9254.0,3800.0,90238.0,88.7
2018-02-20,6317.3,178.95606635204058,6003.0,6739.0,198.5,6.708203932499369,170.0,200.0,18.6,3.761298767853107,12.0,25.0,9006.25,581.5819510520192,7859.0,9938.0,533.6,11.926970762896156,510.0,547.0,25.719197466500002,1.9507675733131449,22.185625,31.69492754,6252.0,200.0,16.0,28.37755776,542.0,9316.0,3800.0,89014.0,89.2
2018-02-21,6318.85,178.19246690907949,6003.0,6739.0,198.5,6.708203932499369,170.0,200.0,18.15,3.483419372730835,12.0,25.0,8989.9,572.9230590392979,7859.0,9938.0,533.25,11.831603530599503,510.0,547.0,25.6181483205,1.962113051261681,22.185625,31.69492754,6250.0,200.0,16.0,24.44950166,533.0,9125.0,3200.0,76603.0,88.2
2018-02-22,6319.65,177.26734938470835,6003.0,6739.0,197.25,8.503095411610257,170.0,200.0,17.65,3.1501879643168977,12.0,25.0,8994.7,573.4228806038345,7859.0,9938.0,534.3,10.623211923847778,510.0,547.0,25.5846974675,1.975007966797085,22.185625,31.69492754,6132.0,175.0,15.0,24.546,532.0,9097.0,3200.0,76638.0,89.5
2018-02-23,6327.05,168.64958220800082,6003.0,6739.0,196.0,9.814060804462352,170.0,200.0,17.15,2.680828622882095,12.0,25.0,9033.55,554.8194087410689,7859.0,9938.0,535.35,9.132215964435455,510.0,547.0,25.600662225500002,1.963817240478701,22.185625,31.69492754,6206.0,175.0,15.0,24.44086379,532.0,9146.0,3200.0,76577.0,89.5
2018-02-24,6337.4,153.37618013096193,6100.0,6739.0,194.75,10.818478344213226,170.0,200.0,16.6,2.0365088806713842,12.0,18.0,9076.25,533.0959106952521,7859.0,9938.0,536.45,6.992288985961476,527.0,547.0,25.6451155495,1.9384510074678798,22.185625,31.69492754,6210.0,175.0,14.0,25.00972222,532.0,9219.0,3200.0,74908.0,90.2
2018-02-25,6325.65,151.59373511560955,6100.0,6739.0,193.5,11.596278894995859,170.0,200.0,16.4,2.087557121815568,12.0,18.0,9045.05,502.50220999775854,7859.0,9938.0,536.55,7.04478156996096,527.0,547.0,25.563496546499998,1.9959220188604752,22.185625,31.69492754,6236.0,175.0,14.0,23.47220447,541.0,9231.0,3200.0,76598.0,90.2
2018-02-26,6304.3,159.0419011322938,6050.0,6739.0,193.5,11.596278894995859,170.0,200.0,16.25,2.074278568309515,12.0,18.0,9010.1,459.6043951051811,7859.0,9671.0,536.7,7.1311031109491285,527.0,547.0,25.5489215705,2.003604200552679,22.185625,31.69492754,6050.0,200.0,15.0,24.40912548,542.0,9239.0,3200.0,66826.0,89.0
2018-02-27,6286.1,155.41079688830405,6050.0,6739.0,193.5,11.596278894995859,170.0,200.0,16.1,2.0493901531921175,12.0,18.0,9009.35,458.9808246195264,7859.0,9671.0,536.7,7.1311031109491285,527.0,547.0,25.812991996,2.397495648673536,22.185625,31.69492754,6143.0,200.0,15.0,31.43991597,542.0,9365.0,3200.0,77207.0,89.3
2018-02-28,6288.05,153.82336931478426,6050.0,6739.0,193.5,11.596278894995859,170.0,200.0,15.95,2.0124611797500136,12.0,18.0,8993.5,458.1048489500828,7859.0,9671.0,536.65,7.095402514455828,527.0,547.0,25.8080964845,2.39576099370712,22.185625,31.69492754,6187.0,200.0,15.0,26.56833977,541.0,8867.0,3200.0,71402.0,89.7
2018-03-01,6231.55,184.03073970909387,5609.0,6437.0,193.5,11.596278894995859,170.0,200.0,16.1,1.8035053587245526,12.0,18.0,9018.0,427.2424431902306,7859.0,9671.0,536.35,6.753361735971362,527.0,547.0,25.945931901,2.2513273065512354,23.47220447,31.69492754,5609.0,200.0,15.0,24.94233333,541.0,8721.0,3200.0,77827.0,89.8
2018-03-02,6232.1,184.39428578879685,5609.0,6437.0,193.5,11.596278894995859,170.0,200.0,15.95,1.7614288458374312,12.0,18.0,9057.0,343.2143721687043,8472.0,9671.0,535.75,6.273377332660075,527.0,545.0,25.883085548500002,2.2645745946467652,23.47220447,31.69492754,6353.0,200.0,15.0,24.83389262,535.0,8639.0,3200.0,76985.0,89.7
2018-03-03,6226.6,181.4939175433834,5609.0,6437.0,193.5,11.596278894995859,170.0,200.0,16.1,1.5183093090327628,14.0,18.0,9069.2,326.3318620829514,8472.0,9671.0,535.6,6.073237236133124,527.0,542.0,25.9343702705,2.2509245527516564,23.47220447,31.69492754,6266.0,200.0,15.0,25.85069444,542.0,8745.0,3200.0,77330.0,89.5
2018-03-04,6208.7,180.31174758115446,5609.0,6437.0,193.5,11.596278894995859,170.0,200.0,15.95,1.4680814547890566,14.0,18.0,9084.6,303.10696392354237,8556.0,9671.0,535.95,6.236353522948872,527.0,542.0,25.807973337,2.2424188008474277,23.47220447,31.69492754,6050.0,200.0,15.0,24.75083056,542.0,8780.0,3200.0,77510.0,89.4
2018-03-05,6190.2,180.79170917175054,5609.0,6437.0,193.5,11.596278894995859,170.0,200.0,15.8,1.3992479182914401,14.0,18.0,9057.1,355.48616080842834,8200.0,9671.0,536.7,6.0008771288729195,527.0,542.0,25.780849363999998,2.2521318082735866,23.47220447,31.69492754,6010.0,200.0,15.0,24.75866667,542.0,8200.0,3200.0,77276.0,89.3
2018-03-06,6173.3,173.9464829979248,5609.0,6437.0,193.5,11.596278894995859,170.0,200.0,15.65,1.308876577350849,14.0,18.0,9034.95,399.4370347587237,8113.0,9671.0,537.45,5.651967519558795,528.0,542.0,25.757201998,2.26092728846459,23.47220447,31.69492754,6081.0,200.0,15.0,24.73521595,542.0,8113.0,3200.0,77463.0,81.6
2018-03-07,6148.75,169.35850327502544,5609.0,6353.0,193.5,11.596278894995859,170.0,200.0,15.5,1.192079121358891,14.0,18.0,8969.15,449.5380406595188,8037.0,9671.0,538.15,5.274317117189253,528.0,542.0,25.759842112500003,2.259927845350475,23.47220447,31.69492754,5946.0,200.0,15.0,24.972,542.0,8037.0,3200.0,77916.0,81.6
