NumberCode,LongTitle,StatusName,LatestCompletedMajorStageNameWithChamberSuffix,SessionNumber,BillDocumentTypeName,IsGovernmentBill,IsHouseBill,IsSenateBill,SponsorPersonName,LatestBillEventNumberOfAmendments,PassedFirstChamberFirstReading,PassedFirstChamberSecondReading,PassedFirstChamberThirdReading,PassedSecondChamberFirstReading,PassedSecondChamberSecondReading,PassedSecondChamberThirdReading,ReceivedRoyalAssent,IsSessionOngoing
C-52,An Act to enact the Air Transportation Accountability Act and to amend the Canada Transportation Act and the Canada Marine Act,At second reading in the House of Commons,First reading in the House of Commons,1,House Government Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-53,"An Act respecting the recognition of certain Métis governments in Alberta, Ontario and Saskatchewan, to give effect to treaties with those governments and to make consequential amendments to other Acts",At consideration in committee in the House of Commons,Second reading in the House of Commons,1,House Government Bill,False,True,False, ,0,True,True,False,False,False,False,False,True
C-54,"An Act for granting to His Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2024",Royal assent received,Royal assent,1,House Government Bill,False,True,False, ,0,True,True,True,True,True,True,True,True
C-55,"An Act for granting to His Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2024",Royal assent received,Royal assent,1,House Government Bill,False,True,False, ,0,True,True,True,True,True,True,True,True
C-201,An Act to amend the Income Tax Act (volunteer firefighting and search and rescue volunteer services),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-202,An Act to amend the Criminal Code (controlling or coercive conduct),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-203,An Act respecting soil conservation and soil health,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-204,An Act respecting Ukrainian Heritage Month,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-205,An Act to amend the Impact Assessment Act,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-206,An Act to amend the National Defence Act (maiming or injuring self or another),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-207,An Act to amend the Canadian Bill of Rights (right to housing),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-208,An Act respecting early learning and child care,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-209,An Act to amend the Criminal Code and the Controlled Drugs and Substances Act and to make consequential amendments to another Act,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-210,An Act to amend the Canada Elections Act (voting age),Bill defeated,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-211,An Act to amend the Canada Labour Code (bereavement leave),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-212,An Act to develop a national school food program for children,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-213,An Act to amend the Criminal Code (criminal interest rate),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-214,An Act to amend the Canadian Navigable Waters Act (lakes and rivers in British Columbia),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-215,"An Act to amend the Employment Insurance Act (illness, injury or quarantine)",Bill not proceeded with,Second reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,True,False,False,False,False,False,True
C-216,An Act to amend the Controlled Drugs and Substances Act and to enact the Expungement of Certain Drug-related Convictions Act and the National Strategy on Substance Use Act,Bill defeated,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-217,An Act respecting the development of a national strategy in relation to fresh water,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-218,An Act to amend the Excise Tax Act (psychotherapy services),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-219,An Act to enact the Canadian Environmental Bill of Rights and to make related amendments to other Acts,At second reading in the House of Commons,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-220,An Act to amend the Criminal Code (assault against a health care worker),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-221,An Act to amend certain Acts in relation to survivor pension benefits,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-222,An Act to amend the Income Tax Act (travel expenses deduction for tradespersons),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-223,An Act to develop a national framework for a guaranteed livable basic income,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-224,An Act to establish a national framework for the prevention and treatment of cancers linked to firefighting,Royal assent received,Royal assent,1,Private Member’s Bill,False,True,False, ,0,True,True,True,True,True,True,True,True
C-225,"An Act to amend the Bankruptcy and Insolvency Act, the Companies’ Creditors Arrangement Act and the Pension Benefits Standards Act, 1985 (pension plans and group insurance plans)",Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-226,"An Act respecting the development of a national strategy to assess, prevent and address environmental racism and to advance environmental justice",At second reading in the Senate,First reading in the Senate,1,Private Member’s Bill,False,True,False, ,0,True,True,True,True,False,False,False,True
C-227,An Act to amend the Canada Elections Act (voting age),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-228,"An Act to amend the Bankruptcy and Insolvency Act, the Companies’ Creditors Arrangement Act and the Pension Benefits Standards Act, 1985",Royal assent received,Royal assent,1,Private Member’s Bill,False,True,False, ,0,True,True,True,True,True,True,True,True
C-229,An Act to amend the Criminal Code (banning symbols of hate),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-230,An Act to amend the Criminal Code (intimidation of health care professionals),Bill defeated,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-231,An Act to amend the Competition Act (vehicle repair),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-232,An Act respecting Arab Heritage Month,At second reading in the Senate,First reading in the Senate,1,Private Member’s Bill,False,True,False, ,0,True,True,True,True,False,False,False,True
C-233,An Act to amend the Criminal Code and the Judges Act (violence against an intimate partner),Royal assent received,Royal assent,1,Private Member’s Bill,False,True,False, ,0,True,True,True,True,True,True,True,True
C-234,An Act to amend the Greenhouse Gas Pollution Pricing Act,At consideration in committee in the Senate,Second reading in the Senate,1,Private Member’s Bill,False,True,False, ,0,True,True,True,True,True,False,False,True
C-235,An Act respecting the building of a green economy in the Prairies,Royal assent received,Royal assent,1,Private Member’s Bill,False,True,False, ,0,True,True,True,True,True,True,True,True
C-236,An Act to continue VIA Rail Canada Inc. under the name VIA Rail Canada and to make consequential amendments to other Acts,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-237,An Act to amend the Federal-Provincial Fiscal Arrangements Act and the Canada Health Act,Bill defeated,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-238,An Act respecting the French language,Bill defeated,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-239,"An Act to amend An Act to authorize the making of certain fiscal payments to provinces, and to authorize the entry into tax collection agreements with provinces",Bill defeated,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-240,An Act to amend the Income Tax Act (donations involving private corporation shares or real estate),Bill defeated,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-241,An Act to amend the Income Tax Act (deduction of travel expenses for tradespersons),At consideration in committee in the Senate,Second reading in the Senate,1,Private Member’s Bill,False,True,False, ,0,True,True,True,True,True,False,False,True
C-242,An Act to amend the Immigration and Refugee Protection Act (temporary resident visas for parents and grandparents),Royal assent received,Royal assent,1,Private Member’s Bill,False,True,False, ,0,True,True,True,True,True,True,True,True
C-243,An Act respecting the elimination of the use of forced labour and child labour in supply chains,Bill not proceeded with,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-244,"An Act to amend the Copyright Act (diagnosis, maintenance and repair)",At third reading in the House of Commons,Second reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,True,False,False,False,False,False,True
C-245,An Act to amend the Canada Infrastructure Bank Act,Bill defeated,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-246,"An Act to amend the Constitution Act, 1867 (representation in the House of Commons)",Bill defeated,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-247,An Act to prohibit fur farming,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-248,An Act to amend the Canada National Parks Act (Ojibway National Urban Park of Canada),At second reading in the Senate,First reading in the Senate,1,Private Member’s Bill,False,True,False, ,0,True,True,True,True,False,False,False,True
C-249,An Act respecting the encouragement of the growth of the cryptoasset sector,Bill defeated,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-250,An Act to amend the Criminal Code (prohibition — promotion of antisemitism),Bill not proceeded with,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-251,An Act respecting the development of a federal framework on the conservation of fish stocks and management of pinnipeds,Bill defeated,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-252,An Act to amend the Food and Drugs Act (prohibition of food and beverage marketing directed at children),At third reading in the House of Commons,Second reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,True,False,False,False,False,False,True
C-253,An Act to amend the Bank of Canada Act and to make consequential amendments to other Acts,Bill defeated,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-254,An Act to amend the Parliament of Canada Act (change of political affiliation),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-255,An Act to amend the Income Tax Act and the Canada Student Financial Assistance Act,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-256,An Act to amend the Financial Administration Act (composition of boards of directors),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-257,An Act to amend the Canadian Human Rights Act (protecting against discrimination based on political belief),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-258,An Act to amend the Fisheries Act (closed containment aquaculture),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-259,An Act to amend the Aeronautics Act (collision avoidance system),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-260,An Act relating to cash contributions by Canada and to criteria and conditions in respect of post-secondary education,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-261,"An Act to amend the Criminal Code and the Canadian Human Rights Act and to make related amendments to another Act (hate propaganda, hate crimes and hate speech)",Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-262,"An Act respecting the corporate responsibility to prevent, address and remedy adverse impacts on human rights occurring in relation to business activities conducted abroad",Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-263,An Act to establish the Office of the Commissioner for Responsible Business Conduct Abroad and to make consequential amendments to other Acts,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-264,An Act to amend the Bankruptcy and Insolvency Act and the Companies’ Creditors Arrangement Act (pension plans and group insurance plans),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-265,An Act respecting the development of a national perinatal mental health strategy,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-266,"An Act to amend the Excise Act and the Excise Act, 2001 (adjusted duties - beer, malt liquor, spirits and wine)",Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-267,An Act to amend the Excise Act (non-alcoholic beer),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-268,An Act to designate the month of November as Lebanese Heritage Month,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-269,An Act to amend the Telecommunications Act (suicide prevention),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-270,An Act to amend the Criminal Code (pornographic material),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-271,An Act to give legal capacity to the St. Lawrence River and to provide for measures respecting its protection,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-272,An Act respecting the development of a national employment strategy for persons with disabilities,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-273,An Act to amend the Criminal Code (Corinne’s Quest and the protection of children),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-274,An Act to amend the Criminal Code (detention in custody),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-275,An Act to amend the Health of Animals Act (biosecurity on farms),At consideration in committee in the House of Commons,Second reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,True,False,False,False,False,False,True
C-276,An Act to amend the Canada Labour Code (replacement workers),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-277,An Act to establish a national strategy on brain injuries,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-278,An Act to prevent the imposition by the federal government of vaccination mandates for employment and travel,At second reading in the House of Commons,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-279,An Act to amend the Criminal Code (criminal organizations),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-280,An Act to amend the Bankruptcy and Insolvency Act and the Companies’ Creditors Arrangement Act (deemed trust – perishable fruits and vegetables),At consideration in committee in the House of Commons,Second reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,True,False,False,False,False,False,True
C-281,"An Act to amend the Department of Foreign Affairs, Trade and Development Act, the Justice for Victims of Corrupt Foreign Officials Act (Sergei Magnitsky Law), the Broadcasting Act and the Prohibiting Cluster Munitions Act",At second reading in the Senate,First reading in the Senate,1,Private Member’s Bill,False,True,False, ,0,True,True,True,True,False,False,False,True
C-282,"An Act to amend the Department of Foreign Affairs, Trade and Development Act (supply management)",At second reading in the Senate,First reading in the Senate,1,Private Member’s Bill,False,True,False, ,0,True,True,True,True,False,False,False,True
C-283,An Act to amend the Criminal Code and the Corrections and Conditional Release Act (addiction treatment in penitentiaries),Bill defeated,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-284,An Act to establish a national strategy for eye care,At report stage in the House of Commons,Second reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,True,False,False,False,False,False,True
C-285,"An Act to amend the Canadian Human Rights Act, the Canada Labour Code and the Employment Insurance Act",Bill not proceeded with,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-286,An Act to amend the Immigration and Refugee Protection Act (recognition of foreign credentials),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-287,An Act to amend the Pest Control Products Act (glyphosate),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-288,An Act to amend the Telecommunications Act (transparent and accurate broadband services information),At second reading in the Senate,First reading in the Senate,1,Private Member’s Bill,False,True,False, ,0,True,True,True,True,False,False,False,True
C-289,An Act to amend the Criminal Code (identity verification),Bill defeated,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-290,An Act to amend the Public Servants Disclosure Protection Act,At consideration in committee in the House of Commons,Second reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,True,False,False,False,False,False,True
C-291,An Act to amend the Criminal Code and to make consequential amendments to other Acts (child sexual abuse and exploitation material),At consideration in committee in the Senate,Second reading in the Senate,1,Private Member’s Bill,False,True,False, ,0,True,True,True,True,True,False,False,True
C-292,An Act respecting transparency for online algorithms,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-293,An Act respecting pandemic prevention and preparedness,At consideration in committee in the House of Commons,Second reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,True,False,False,False,False,False,True
C-294,An Act to amend the Copyright Act (interoperability),At second reading in the Senate,First reading in the Senate,1,Private Member’s Bill,False,True,False, ,0,True,True,True,True,False,False,False,True
C-295,An Act to amend the Criminal Code (neglect of vulnerable adults),At report stage in the House of Commons,Second reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,True,False,False,False,False,False,True
C-296,An Act to amend the Criminal Code (increasing parole ineligibility),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-297,An Act to amend the Canada Elections Act (Indigenous languages),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-298,An Act to amend the Income Tax Act (economic substance),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-299,An Act to amend the Criminal Code (life imprisonment),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-300,"An Act to amend the Department of Public Works and Government Services Act, the Defence Production Act and the Federal-Provincial Fiscal Arrangements Act (Canadian products and services)",Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-301,"An Act to amend the Canada Student Financial Assistance Act, the Canada Student Loans Act and the Apprentice Loans Act (interest on student loans)",Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-302,An Act to amend the Canada Labour Code (replacement workers),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-303,An Act to amend the Royal Canadian Mounted Police Act,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-304,An Act to establish National Food Waste Awareness Day,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-305,"An Act to amend the Canada Shipping Act, 2001 (anchorage prohibition)",Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-306,An Act to establish National Women’s Entrepreneurship Day,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-307,An Act to amend the Canada Labour Code (menstrual products),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-308,An Act respecting the National Strategy to Combat Human Trafficking,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-309,An Act to amend the Bankruptcy and Insolvency Act and the Companies' Creditors Arrangement Act (public institutions),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-310,An Act to amend the Income Tax Act (volunteer firefighting and search and rescue volunteer tax credit),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-311,An Act to amend the Criminal Code (violence against pregnant women),Bill defeated,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-312,An Act respecting the development of a national renewable energy strategy,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-313,An Act to amend the Criminal Code (justification for detention in custody),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-314,An Act to amend the Criminal Code (medical assistance in dying),At second reading in the House of Commons,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-315,An Act to amend the Canada Pension Plan Investment Board Act (investments),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-316,An Act to amend the Department of Canadian Heritage Act (Court Challenges Program),At second reading in the House of Commons,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-317,An Act to establish a national strategy respecting flood and drought forecasting,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-318,An Act to amend the Employment Insurance Act and the Canada Labour Code (adoptive and intended parents),At second reading in the House of Commons,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-319,An Act to amend the Old Age Security Act (amount of full pension),At second reading in the House of Commons,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-320,An Act to amend the Corrections and Conditional Release Act (disclosure of information to victims),At second reading in the House of Commons,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-321,An Act to amend the Criminal Code (assaults against health care professionals and first responders),At consideration in committee in the House of Commons,Second reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,True,False,False,False,False,False,True
C-322,An Act to develop a national framework to establish a school food program,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-323,An Act to amend the Excise Tax Act (mental health services),At second reading in the House of Commons,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-324,An Act to amend the Special Economic Measures Act,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-325,An Act to amend the Criminal Code and the Corrections and conditional Release Act (conditions of release and conditional sentences),At second reading in the House of Commons,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-326,An Act to amend the Territorial Lands Act,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-327,An Act to amend the Canada Transportation Act (air passenger protection),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-328,An Act respecting the development of a national strategy on student loan debt,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-329,An Act to establish a national framework respecting attention deficit hyperactivity disorder,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-330,An Act to amend the Canada Labour Code (successor rights and obligations — airports),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-331,An Act to amend the Canadian Security Intelligence Service Act (duty of candour),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-332,An Act to amend the Criminal Code (controlling or coercive conduct),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-333,An Act respecting a national day of remembrance to honour Canadian Armed Forces members who have lost their lives in peacetime in Canada,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-334,"An Act to amend the Criminal Code, the Judges Act and the Director of Public Prosecutions Act (orders prohibiting publication of identifying information)",Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-335,An Act respecting the establishment and award of a Defence of Canada Medal (1946-1989),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-336,An Act to amend the Criminal Code and the Sex Offender Information Registration Act,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-337,An Act to establish a national strategy on the reduction of textile waste,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-338,National Indigenous Teachers Day Act,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-339,An Act to amend the Competition Act (efficiencies defence),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-340,An Act to enact the Canada Pharmacare Act,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-341,An Act to Amend the Inquiries Act,Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
C-342,An Act to amend the Corrections and Conditional Release Act (maximum security offenders),Outside the Order of Precedence,First reading in the House of Commons,1,Private Member’s Bill,False,True,False, ,0,True,False,False,False,False,False,False,True
